age_at_marriage,marriage_duration_years,num_children,education_level,employment_status,combined_income,religious_compatibility,cultural_background_match,communication_score,conflict_frequency,conflict_resolution_style,financial_stress_level,mental_health_issues,infidelity_occurred,counseling_attended,social_support,shared_hobbies_count,marriage_type,pre_marital_cohabitation,domestic_violence_history,trust_score,divorced
18,11,2,High School,Part-time,61,Same Religion,1,7,1,Collaborative,8,0,0,1,5,6,Love,0,0,7,0
22,1,1,Master,Part-time,43,Not Religious,1,5,0,Avoidant,3,0,0,0,3,3,Love,1,0,7,1
35,5,1,Master,Homemaker,59,Not Religious,1,6,3,Passive,7,0,1,0,6,4,Love,1,0,7,1
37,2,1,Bachelor,Full-time,54,Different Religion,0,3,1,Collaborative,6,0,1,0,5,6,Love,1,1,7,1
27,24,1,Bachelor,Full-time,51,Same Religion,1,1,1,Collaborative,3,1,1,0,10,4,Love,0,1,2,1
21,1,0,Master,Part-time,38,Different Religion,1,6,2,Collaborative,10,0,0,0,5,7,Love,0,0,6,0
38,3,2,High School,Part-time,37,Same Religion,1,4,3,Avoidant,5,0,0,0,6,5,Love,0,0,4,0
35,7,3,High School,Part-time,87,Same Religion,0,4,0,Avoidant,7,1,0,0,4,2,Love,0,0,6,1
31,3,2,High School,Part-time,62,Same Religion,1,4,2,Collaborative,7,1,0,0,6,2,Love,1,0,4,0
23,2,0,Bachelor,Full-time,96,Same Religion,0,8,4,Avoidant,2,0,1,0,7,0,Arranged,1,0,6,0
27,9,3,High School,Full-time,97,Same Religion,1,8,3,Avoidant,8,0,0,1,10,3,Love,0,0,7,0
27,1,2,Bachelor,Part-time,85,Different Religion,1,7,2,Avoidant,2,0,0,0,7,5,Love,0,0,3,0
29,1,0,Master,Full-time,34,Same Religion,1,5,1,Aggressive,4,0,0,1,3,1,Love,1,0,8,0
35,4,2,Bachelor,Full-time,88,Different Religion,1,7,2,Collaborative,6,0,1,0,9,1,Love,1,0,8,0
32,12,0,High School,Full-time,57,Same Religion,1,8,3,Avoidant,5,0,0,0,8,3,Love,0,0,5,1
22,8,2,Bachelor,Full-time,54,Same Religion,1,9,0,Passive,7,0,1,0,1,3,Love,0,0,6,1
34,5,1,Master,Part-time,52,Same Religion,1,4,0,Aggressive,1,0,0,0,3,1,Love,1,0,8,1
29,8,2,High School,Full-time,53,Different Religion,0,3,0,Aggressive,1,0,0,0,5,5,Love,1,0,6,0
31,4,2,High School,Homemaker,68,Different Religion,1,7,2,Avoidant,7,0,0,0,4,2,Love,1,0,3,1
35,27,3,Bachelor,Unemployed,106,Same Religion,1,2,6,Collaborative,5,1,0,0,6,1,Other,0,0,7,0
22,1,1,High School,Full-time,27,Same Religion,1,7,1,Avoidant,6,0,0,1,5,6,Love,1,0,8,0
27,11,1,PhD,Full-time,99,Different Religion,1,6,0,Avoidant,6,0,0,0,8,3,Arranged,1,0,10,1
25,22,3,Bachelor,Full-time,90,Same Religion,0,6,4,Avoidant,3,1,0,0,8,1,Love,0,0,3,1
20,16,2,High School,Part-time,56,Same Religion,0,10,3,Collaborative,2,0,1,0,4,1,Love,0,1,6,1
29,2,2,Master,Full-time,50,Same Religion,1,6,2,Aggressive,7,0,0,1,10,3,Arranged,0,0,5,1
40,3,0,Bachelor,Full-time,33,Same Religion,0,7,5,Aggressive,3,0,0,0,9,4,Love,1,0,7,1
18,12,3,High School,Full-time,42,Same Religion,1,8,4,Passive,6,0,1,1,1,3,Love,1,0,10,1
27,1,1,High School,Part-time,48,Same Religion,1,6,4,Avoidant,5,0,0,0,4,3,Arranged,1,0,8,0
31,16,2,Bachelor,Part-time,58,Same Religion,1,5,1,Avoidant,2,0,0,0,4,6,Arranged,1,0,5,0
28,12,0,High School,Part-time,59,Same Religion,1,5,1,Aggressive,4,0,0,0,4,3,Arranged,0,0,7,1
27,13,2,High School,Homemaker,75,Same Religion,0,7,3,Avoidant,8,0,0,0,1,5,Love,1,0,6,0
21,1,1,High School,Full-time,73,Not Religious,1,7,2,Avoidant,6,1,1,0,6,2,Arranged,1,0,9,1
29,12,3,High School,Part-time,65,Same Religion,1,9,4,Aggressive,4,0,0,0,4,5,Love,0,0,7,1
24,11,2,Bachelor,Full-time,59,Same Religion,0,5,1,Collaborative,6,0,0,0,7,1,Love,1,0,6,0
18,17,2,Master,Part-time,83,Same Religion,1,6,3,Avoidant,9,0,0,1,10,2,Love,0,1,5,1
33,1,1,Master,Part-time,77,Same Religion,1,8,1,Passive,5,0,0,0,9,1,Love,0,0,6,0
32,1,3,Bachelor,Full-time,69,Different Religion,1,7,0,Aggressive,10,0,0,0,5,4,Love,0,0,8,0
28,4,1,PhD,Full-time,52,Same Religion,0,6,0,Passive,6,0,0,0,6,4,Arranged,1,0,4,0
29,1,2,High School,Unemployed,82,Not Religious,0,6,2,Collaborative,4,1,0,0,7,3,Love,1,0,6,1
33,8,2,High School,Full-time,77,Different Religion,1,5,2,Collaborative,6,0,0,1,10,4,Love,0,0,8,0
29,24,2,Bachelor,Full-time,55,Not Religious,0,4,4,Collaborative,10,0,0,0,6,2,Love,0,0,2,0
32,4,1,Bachelor,Homemaker,22,Same Religion,0,6,2,Collaborative,9,0,0,0,4,2,Love,1,0,5,0
26,18,1,Bachelor,Part-time,62,Same Religion,1,7,2,Passive,2,0,0,1,7,5,Love,0,0,5,0
34,1,1,High School,Unemployed,46,Same Religion,1,7,1,Aggressive,1,0,0,0,3,4,Love,1,0,8,0
29,1,3,High School,Unemployed,74,Different Religion,1,6,2,Aggressive,4,1,0,0,4,5,Love,0,0,8,0
28,1,1,Bachelor,Full-time,64,Same Religion,1,7,4,Collaborative,10,0,0,0,8,4,Love,1,0,4,0
21,3,2,PhD,Full-time,27,Different Religion,0,4,2,Avoidant,6,0,0,0,9,4,Arranged,1,0,4,1
29,23,1,Bachelor,Unemployed,66,Same Religion,0,7,1,Collaborative,3,1,0,1,9,1,Love,0,0,6,0
23,1,2,High School,Unemployed,94,Same Religion,1,3,2,Avoidant,10,0,0,1,9,1,Love,1,1,4,1
24,9,3,Master,Full-time,57,Same Religion,0,7,2,Collaborative,8,0,0,0,7,3,Arranged,0,0,9,1
23,6,1,High School,Full-time,60,Same Religion,1,7,1,Passive,4,0,0,0,5,1,Love,1,0,5,0
22,27,3,High School,Full-time,53,Same Religion,1,6,3,Collaborative,4,0,0,0,3,2,Love,0,0,8,1
38,1,1,Bachelor,Unemployed,61,Same Religion,1,6,2,Aggressive,8,1,0,0,6,0,Love,1,0,4,0
34,2,2,Master,Full-time,91,Same Religion,0,4,1,Collaborative,3,0,0,0,5,2,Love,0,0,5,1
37,1,0,Master,Homemaker,81,Different Religion,0,6,1,Collaborative,4,0,0,1,6,3,Love,1,0,8,0
21,5,3,Bachelor,Homemaker,48,Same Religion,1,10,2,Aggressive,5,1,0,0,6,3,Love,0,1,9,1
28,3,2,Bachelor,Unemployed,59,Same Religion,0,6,1,Avoidant,4,0,0,1,5,4,Love,1,0,2,0
21,20,3,Bachelor,Part-time,60,Same Religion,1,5,3,Collaborative,3,0,0,1,7,3,Love,1,0,9,0
24,9,0,High School,Full-time,68,Not Religious,1,3,3,Aggressive,6,1,0,1,4,1,Arranged,1,0,5,0
23,9,0,PhD,Full-time,69,Same Religion,1,7,0,Collaborative,5,0,0,0,7,2,Love,1,0,9,0
34,7,0,Bachelor,Part-time,58,Not Religious,0,7,2,Collaborative,6,1,1,0,3,1,Love,0,0,2,0
26,1,2,High School,Full-time,35,Same Religion,1,5,1,Aggressive,1,0,0,0,7,3,Love,0,0,5,0
33,5,3,Bachelor,Full-time,58,Not Religious,1,6,0,Collaborative,8,0,0,0,5,2,Arranged,0,0,4,1
31,40,1,Bachelor,Part-time,53,Same Religion,1,3,2,Aggressive,1,0,0,1,7,4,Love,0,0,6,0
39,18,0,No Formal Education,Full-time,42,Same Religion,0,6,3,Collaborative,6,1,0,0,9,1,Love,0,0,6,0
20,22,0,Master,Unemployed,76,Different Religion,0,7,3,Aggressive,10,0,0,0,2,0,Love,1,0,7,0
34,17,1,High School,Full-time,60,Not Religious,1,1,1,Aggressive,7,0,1,0,5,2,Love,0,0,8,1
33,1,1,Master,Full-time,39,Not Religious,0,6,0,Collaborative,4,0,0,1,7,4,Arranged,1,1,6,0
23,2,1,Bachelor,Full-time,100,Same Religion,1,9,0,Collaborative,4,0,0,0,5,1,Arranged,0,0,5,1
33,1,0,High School,Homemaker,68,Same Religion,1,6,2,Avoidant,5,0,0,0,6,2,Love,0,0,9,0
29,3,5,Bachelor,Unemployed,76,Same Religion,0,7,0,Passive,8,0,0,0,6,3,Love,1,0,7,0
26,1,2,Bachelor,Full-time,81,Same Religion,1,8,2,Aggressive,7,0,0,0,9,0,Love,0,0,7,1
23,6,1,High School,Full-time,51,Same Religion,1,7,0,Collaborative,5,0,0,1,3,5,Love,1,0,5,0
24,11,2,Bachelor,Homemaker,71,Same Religion,1,5,3,Avoidant,8,0,0,0,2,3,Love,1,0,7,1
38,20,1,Bachelor,Full-time,21,Same Religion,1,3,4,Collaborative,2,0,0,0,7,4,Love,0,0,6,0
28,13,1,High School,Full-time,79,Not Religious,1,10,1,Collaborative,4,0,0,1,9,1,Love,1,0,5,0
31,27,2,Bachelor,Full-time,59,Same Religion,1,7,1,Avoidant,4,1,1,0,8,4,Love,0,0,6,0
24,1,0,Bachelor,Part-time,71,Same Religion,1,8,2,Passive,8,0,0,0,5,1,Love,1,0,4,1
24,1,1,High School,Full-time,59,Same Religion,1,8,3,Collaborative,6,0,0,0,4,4,Love,0,0,6,1
33,10,0,Master,Full-time,96,Same Religion,1,8,1,Collaborative,10,0,0,0,7,2,Love,0,1,8,1
21,3,0,High School,Part-time,84,Same Religion,1,8,2,Avoidant,7,0,0,0,7,6,Love,1,0,5,1
25,2,2,High School,Full-time,10,Same Religion,0,6,2,Passive,3,0,1,0,3,4,Arranged,0,0,5,0
28,4,1,High School,Part-time,71,Not Religious,1,5,3,Avoidant,7,0,0,0,5,6,Arranged,1,1,9,0
28,3,2,Bachelor,Part-time,54,Same Religion,1,7,1,Avoidant,3,0,0,0,7,2,Love,1,0,6,0
27,7,3,Bachelor,Full-time,72,Same Religion,0,6,2,Collaborative,4,0,0,0,6,5,Love,0,0,5,1
29,5,2,Bachelor,Full-time,72,Same Religion,1,6,2,Aggressive,5,0,0,1,8,3,Love,0,0,5,0
31,7,2,High School,Part-time,45,Same Religion,1,8,3,Collaborative,6,0,0,0,7,3,Love,0,0,2,1
31,11,0,Master,Full-time,58,Same Religion,1,10,4,Collaborative,6,0,0,1,3,3,Love,0,0,10,1
23,4,3,High School,Full-time,40,Same Religion,1,4,1,Collaborative,6,0,0,0,7,4,Love,0,0,7,0
26,2,0,High School,Part-time,90,Same Religion,1,7,1,Avoidant,3,0,0,1,3,5,Love,1,0,4,0
33,1,1,High School,Part-time,67,Different Religion,1,4,2,Collaborative,5,0,0,1,7,0,Love,0,0,8,0
32,4,1,High School,Full-time,69,Different Religion,1,6,0,Avoidant,6,1,0,0,5,1,Love,0,0,6,1
21,13,0,Bachelor,Full-time,66,Same Religion,1,3,1,Collaborative,7,0,0,0,10,1,Arranged,1,0,6,1
29,14,1,High School,Full-time,39,Different Religion,1,5,1,Passive,4,0,0,0,7,3,Love,1,0,7,0
18,10,2,High School,Part-time,73,Same Religion,0,6,1,Collaborative,1,0,0,0,8,2,Arranged,1,0,8,1
28,2,0,Master,Part-time,96,Same Religion,1,8,2,Collaborative,8,0,0,0,6,3,Love,1,0,5,0
37,8,1,High School,Unemployed,29,Same Religion,1,3,4,Avoidant,6,0,0,0,5,0,Love,0,0,10,1
23,8,4,Master,Unemployed,62,Same Religion,1,7,5,Avoidant,2,0,0,1,7,4,Other,1,0,4,0
23,6,3,Bachelor,Homemaker,75,Same Religion,1,6,2,Avoidant,1,0,0,0,5,4,Love,0,0,7,0
31,7,2,Bachelor,Full-time,45,Different Religion,0,9,4,Aggressive,7,0,0,0,7,2,Arranged,0,0,7,0
20,6,2,Bachelor,Full-time,75,Different Religion,1,5,0,Avoidant,4,0,0,1,4,5,Love,1,0,6,0
24,8,4,Bachelor,Unemployed,61,Not Religious,1,7,2,Collaborative,1,0,0,0,10,4,Love,0,0,9,0
30,12,2,High School,Full-time,46,Same Religion,1,6,4,Aggressive,2,1,0,0,6,2,Love,1,0,9,0
24,1,2,PhD,Full-time,10,Same Religion,0,4,2,Collaborative,5,1,0,0,5,3,Love,1,0,9,1
26,13,1,Bachelor,Full-time,58,Same Religion,1,5,2,Collaborative,3,0,0,0,5,2,Love,0,0,6,1
31,1,2,Master,Homemaker,59,Not Religious,1,4,0,Aggressive,4,0,0,1,8,2,Love,1,0,7,1
30,1,1,Master,Full-time,86,Different Religion,1,3,2,Passive,5,0,0,0,6,4,Arranged,1,0,9,0
29,37,3,High School,Full-time,67,Not Religious,1,9,2,Collaborative,8,0,0,0,4,2,Love,1,0,4,1
26,31,4,High School,Part-time,49,Same Religion,1,5,2,Collaborative,6,0,0,0,8,3,Love,0,0,8,0
29,1,2,High School,Full-time,29,Same Religion,1,7,4,Collaborative,6,0,0,1,6,3,Love,1,0,9,0
27,5,2,Master,Homemaker,77,Same Religion,1,4,5,Collaborative,9,0,0,0,7,3,Arranged,1,0,4,0
30,2,0,Master,Full-time,62,Not Religious,1,6,3,Aggressive,3,0,0,1,4,4,Love,1,0,2,0
25,6,0,Bachelor,Part-time,52,Not Religious,1,7,2,Aggressive,5,0,0,1,5,6,Arranged,1,0,4,0
27,17,0,High School,Full-time,49,Same Religion,1,6,1,Collaborative,3,0,0,0,6,4,Love,1,0,4,0
23,30,3,High School,Unemployed,85,Same Religion,1,4,2,Avoidant,5,0,0,1,4,4,Arranged,1,0,5,1
27,10,2,Master,Homemaker,88,Different Religion,0,8,2,Collaborative,5,0,0,0,1,2,Love,0,0,7,1
23,4,2,PhD,Unemployed,47,Same Religion,1,2,1,Passive,3,0,0,0,9,1,Love,1,0,5,0
22,9,0,High School,Unemployed,14,Not Religious,1,3,3,Avoidant,4,0,0,0,3,1,Love,1,0,7,0
29,3,4,High School,Full-time,56,Same Religion,1,6,1,Avoidant,7,0,0,0,4,5,Arranged,0,0,3,0
29,24,3,Bachelor,Homemaker,65,Same Religion,1,1,2,Avoidant,5,0,0,0,5,2,Love,1,0,10,1
31,20,1,High School,Part-time,61,Different Religion,1,4,1,Collaborative,1,0,0,0,9,1,Love,0,0,7,1
25,8,2,Master,Homemaker,29,Different Religion,1,5,3,Avoidant,7,0,0,0,5,7,Love,1,0,7,0
30,3,2,Bachelor,Part-time,91,Same Religion,0,9,2,Aggressive,6,0,0,0,7,5,Love,1,0,5,0
30,3,3,Bachelor,Full-time,23,Not Religious,0,5,2,Avoidant,2,0,1,0,7,2,Love,1,0,3,1
30,1,0,Bachelor,Part-time,45,Not Religious,1,5,2,Aggressive,9,0,0,1,9,3,Love,1,0,5,0
23,16,0,Bachelor,Full-time,40,Same Religion,1,2,4,Collaborative,4,0,0,1,5,5,Love,1,0,4,0
28,5,1,High School,Part-time,39,Same Religion,1,6,1,Collaborative,8,0,0,1,7,2,Love,1,0,3,1
29,3,5,Master,Full-time,16,Same Religion,1,6,1,Collaborative,5,0,1,0,5,2,Other,0,0,5,1
28,6,2,Bachelor,Full-time,61,Same Religion,0,4,2,Passive,4,0,1,0,2,6,Love,0,0,5,0
18,17,0,Bachelor,Homemaker,88,Not Religious,1,8,1,Collaborative,6,0,0,0,6,3,Love,1,0,4,0
28,1,2,Bachelor,Homemaker,57,Same Religion,1,8,2,Passive,4,0,1,1,5,3,Love,1,0,7,0
39,19,3,High School,Homemaker,40,Same Religion,1,5,2,Passive,5,0,0,1,9,6,Arranged,1,0,7,0
26,22,0,High School,Unemployed,88,Not Religious,1,2,2,Avoidant,1,0,0,1,9,3,Love,0,0,7,0
24,29,2,Bachelor,Part-time,77,Same Religion,1,4,3,Aggressive,4,0,0,1,8,3,Love,1,0,6,0
29,5,2,Bachelor,Part-time,43,Different Religion,1,9,1,Collaborative,2,0,0,1,6,4,Love,1,1,4,0
29,2,2,Bachelor,Full-time,66,Same Religion,1,6,3,Avoidant,5,0,0,1,6,6,Arranged,1,0,3,1
33,4,0,Master,Homemaker,82,Not Religious,1,4,3,Collaborative,6,0,0,1,7,2,Love,0,0,5,1
21,4,6,Bachelor,Homemaker,42,Different Religion,0,9,3,Collaborative,5,0,0,1,6,2,Love,1,0,8,0
31,1,2,Bachelor,Unemployed,62,Not Religious,1,6,3,Avoidant,7,1,1,0,5,1,Love,0,0,5,1
30,9,1,High School,Homemaker,52,Not Religious,0,6,1,Collaborative,10,0,0,0,5,1,Love,0,0,6,0
27,6,1,Master,Part-time,36,Same Religion,1,10,1,Avoidant,5,0,0,0,8,2,Arranged,1,1,5,1
29,20,0,Bachelor,Full-time,63,Same Religion,1,8,0,Aggressive,5,0,0,0,10,2,Arranged,0,0,6,1
33,1,0,High School,Homemaker,69,Different Religion,1,5,0,Collaborative,3,1,0,1,6,3,Love,1,0,6,0
32,10,0,Bachelor,Full-time,61,Not Religious,1,7,1,Avoidant,1,0,0,0,6,6,Arranged,0,0,5,0
22,14,1,Bachelor,Part-time,44,Same Religion,1,7,2,Collaborative,5,0,0,0,5,1,Arranged,1,0,3,0
32,14,1,Master,Full-time,102,Not Religious,0,8,0,Collaborative,7,0,0,0,2,3,Love,0,0,3,1
27,21,3,PhD,Part-time,50,Same Religion,0,4,2,Avoidant,5,0,0,1,7,5,Love,0,0,8,0
28,13,0,Bachelor,Unemployed,71,Not Religious,1,9,2,Aggressive,3,0,1,0,4,3,Love,1,0,4,1
28,26,2,Master,Part-time,76,Same Religion,1,9,3,Collaborative,3,0,0,0,2,1,Love,0,0,6,0
27,4,1,High School,Part-time,10,Same Religion,0,4,2,Collaborative,2,1,0,0,9,2,Love,1,0,5,1
33,6,0,Bachelor,Full-time,77,Same Religion,0,6,2,Collaborative,5,0,0,0,8,6,Arranged,0,0,5,0
27,1,2,Master,Part-time,60,Same Religion,0,6,1,Passive,2,0,1,1,3,1,Other,1,0,7,0
22,1,4,Bachelor,Homemaker,55,Same Religion,1,6,2,Avoidant,8,0,0,1,10,3,Arranged,1,0,8,0
26,2,2,Bachelor,Full-time,58,Same Religion,0,8,0,Avoidant,7,0,0,0,3,3,Love,0,0,7,1
28,1,2,Master,Full-time,72,Same Religion,1,5,1,Collaborative,8,0,0,0,3,2,Love,1,0,8,1
34,3,1,High School,Full-time,14,Different Religion,1,7,2,Collaborative,8,0,0,1,2,5,Love,1,0,8,0
31,1,1,High School,Homemaker,61,Same Religion,1,7,2,Aggressive,4,0,0,0,5,0,Love,0,0,6,1
23,1,1,Bachelor,Part-time,69,Same Religion,1,7,0,Aggressive,7,0,0,0,9,2,Love,0,0,9,0
40,24,1,Master,Homemaker,103,Not Religious,1,7,4,Collaborative,4,0,0,1,3,4,Love,0,0,9,1
29,1,2,Master,Part-time,33,Different Religion,1,7,7,Collaborative,4,0,0,1,5,2,Love,1,0,4,1
34,13,2,Bachelor,Full-time,69,Same Religion,1,6,3,Collaborative,4,0,1,0,7,7,Love,0,0,9,1
27,1,2,Master,Unemployed,50,Not Religious,1,2,3,Collaborative,3,0,0,0,5,4,Love,0,0,7,1
30,24,4,Master,Full-time,70,Not Religious,1,4,1,Avoidant,5,0,0,0,6,2,Other,1,0,9,0
32,22,1,High School,Full-time,77,Not Religious,1,3,5,Collaborative,5,0,0,0,8,2,Love,1,0,9,1
34,10,3,Master,Full-time,45,Not Religious,1,4,0,Collaborative,7,0,1,0,5,3,Arranged,0,0,7,0
33,11,4,High School,Full-time,99,Different Religion,1,4,3,Passive,4,0,0,1,4,4,Love,0,0,7,1
32,1,2,High School,Full-time,86,Same Religion,1,8,3,Passive,4,0,0,0,7,1,Love,0,0,7,1
26,40,1,Bachelor,Full-time,76,Different Religion,1,9,2,Collaborative,7,0,0,0,6,4,Arranged,0,0,6,0
25,21,2,Bachelor,Full-time,53,Different Religion,1,7,0,Aggressive,3,0,0,0,8,5,Love,0,0,4,0
29,22,1,Bachelor,Full-time,49,Same Religion,1,4,1,Collaborative,5,1,0,0,8,1,Arranged,1,0,8,0
32,10,2,High School,Unemployed,69,Same Religion,1,4,4,Collaborative,7,0,0,0,2,3,Arranged,0,1,9,0
26,4,3,High School,Full-time,52,Same Religion,1,5,2,Avoidant,7,1,0,1,4,3,Love,1,0,8,1
33,22,0,High School,Full-time,50,Different Religion,0,5,1,Avoidant,8,0,0,1,5,3,Love,0,0,4,1
35,3,2,Bachelor,Full-time,98,Same Religion,1,9,0,Passive,6,0,1,0,5,2,Love,1,0,3,1
23,8,4,Master,Part-time,71,Same Religion,0,3,2,Avoidant,5,1,0,0,9,2,Arranged,0,0,6,1
23,1,1,Master,Part-time,76,Not Religious,1,7,1,Avoidant,9,0,1,0,1,3,Love,1,0,4,0
27,25,2,Master,Homemaker,98,Same Religion,1,3,2,Passive,3,1,0,1,5,4,Love,1,0,6,0
29,1,1,Bachelor,Unemployed,62,Not Religious,1,7,0,Aggressive,7,0,0,1,4,2,Love,1,0,6,0
25,2,6,Master,Full-time,47,Same Religion,1,5,4,Aggressive,5,0,0,0,8,9,Love,0,0,6,0
34,8,0,High School,Full-time,39,Same Religion,1,4,3,Passive,1,0,0,0,4,3,Arranged,1,0,5,1
30,14,1,High School,Full-time,87,Same Religion,0,5,1,Aggressive,9,0,0,1,9,1,Arranged,1,0,8,0
28,9,2,Bachelor,Homemaker,53,Same Religion,0,7,4,Collaborative,3,1,0,0,6,2,Love,1,0,9,1
20,2,2,Bachelor,Part-time,10,Same Religion,0,3,1,Collaborative,10,1,1,0,5,2,Love,0,1,9,1
21,1,4,Master,Full-time,10,Not Religious,0,5,1,Passive,5,0,0,0,5,7,Love,0,0,6,0
29,14,0,Bachelor,Full-time,30,Different Religion,1,6,3,Avoidant,3,0,0,0,5,0,Arranged,0,0,8,0
18,40,2,High School,Full-time,52,Not Religious,1,3,1,Aggressive,7,0,0,0,2,4,Other,1,0,7,0
33,16,1,Master,Full-time,55,Same Religion,0,4,4,Collaborative,4,0,1,0,3,0,Arranged,1,0,6,0
27,6,2,Bachelor,Unemployed,71,Same Religion,1,9,2,Aggressive,5,1,0,0,5,4,Love,1,0,5,0
44,23,0,Master,Part-time,37,Same Religion,1,3,1,Aggressive,6,0,0,0,7,6,Love,0,0,8,1
39,5,0,Master,Part-time,64,Same Religion,1,5,4,Aggressive,5,0,0,1,8,3,Love,1,0,6,1
27,7,1,High School,Full-time,78,Different Religion,1,7,0,Passive,5,0,1,0,3,1,Love,1,0,5,1
27,6,3,High School,Full-time,57,Same Religion,1,6,1,Avoidant,4,0,0,1,8,5,Love,1,0,8,0
32,5,3,High School,Part-time,51,Not Religious,0,5,0,Avoidant,1,0,0,0,6,3,Love,0,1,5,1
36,14,0,High School,Unemployed,43,Different Religion,1,8,0,Avoidant,6,0,0,1,7,1,Love,0,0,5,0
19,7,2,High School,Full-time,83,Not Religious,0,2,1,Collaborative,6,0,0,1,6,6,Love,0,0,6,0
19,3,2,Bachelor,Part-time,33,Different Religion,0,7,2,Avoidant,10,1,0,0,8,4,Arranged,1,0,8,1
24,2,1,PhD,Unemployed,92,Same Religion,1,4,4,Collaborative,7,0,0,0,5,2,Love,0,0,6,1
30,1,2,Master,Full-time,60,Different Religion,1,1,3,Passive,2,0,0,0,6,3,Love,1,1,7,1
30,8,3,Master,Part-time,39,Same Religion,1,10,3,Avoidant,1,0,0,0,4,2,Love,1,0,3,0
33,2,2,High School,Full-time,77,Same Religion,0,6,0,Aggressive,1,0,1,1,3,3,Arranged,1,0,4,0
22,1,1,Bachelor,Unemployed,70,Same Religion,1,8,2,Aggressive,5,0,0,1,1,1,Love,1,0,6,0
18,10,1,Bachelor,Full-time,68,Same Religion,1,8,3,Aggressive,7,0,1,0,4,4,Arranged,0,1,6,0
32,11,0,High School,Part-time,74,Same Religion,1,4,2,Collaborative,6,0,0,0,6,2,Other,1,0,5,0
23,13,4,Master,Full-time,63,Same Religion,1,5,3,Avoidant,6,1,0,0,8,7,Love,1,0,7,1
18,7,1,PhD,Full-time,69,Same Religion,1,6,2,Collaborative,8,0,0,1,9,1,Arranged,0,0,9,0
28,22,1,Bachelor,Unemployed,87,Not Religious,1,5,3,Collaborative,6,0,0,1,10,2,Love,0,0,5,0
31,27,2,Master,Part-time,64,Same Religion,1,8,2,Aggressive,3,1,0,0,5,0,Love,1,0,9,0
27,16,1,High School,Homemaker,76,Same Religion,1,9,0,Passive,4,1,0,0,5,3,Love,1,0,5,0
25,10,1,Bachelor,Part-time,16,Same Religion,1,6,0,Aggressive,6,0,0,0,10,4,Love,1,0,9,0
27,3,3,High School,Part-time,66,Different Religion,0,7,0,Collaborative,6,1,0,0,6,4,Love,1,0,7,1
26,40,2,High School,Unemployed,110,Same Religion,1,8,4,Aggressive,5,0,0,0,4,4,Arranged,1,0,5,0
21,3,5,Master,Full-time,24,Same Religion,1,7,5,Avoidant,4,1,0,0,4,1,Love,0,0,7,0
24,2,1,Master,Full-time,100,Same Religion,0,5,3,Avoidant,3,1,0,0,5,2,Love,1,0,3,1
30,5,2,Bachelor,Full-time,74,Not Religious,1,1,2,Aggressive,9,0,0,0,7,5,Love,1,0,4,1
29,1,0,Bachelor,Full-time,26,Same Religion,1,6,1,Passive,3,0,0,1,6,1,Arranged,1,0,5,0
28,38,5,Bachelor,Full-time,61,Same Religion,0,8,4,Avoidant,4,1,0,1,5,4,Love,1,0,6,0
23,8,0,Master,Homemaker,68,Same Religion,1,4,3,Passive,5,0,0,0,8,2,Love,0,0,4,1
27,8,1,No Formal Education,Unemployed,78,Different Religion,1,6,0,Passive,6,0,0,0,5,1,Love,0,0,2,1
18,10,1,Master,Homemaker,51,Same Religion,1,7,1,Aggressive,6,0,0,0,5,4,Love,1,0,5,1
28,6,0,Master,Homemaker,74,Not Religious,1,7,2,Collaborative,1,0,0,0,4,3,Arranged,0,0,5,0
35,1,3,Bachelor,Full-time,88,Same Religion,1,6,2,Collaborative,6,1,0,0,8,5,Love,1,0,3,1
20,9,3,Bachelor,Full-time,78,Same Religion,1,4,1,Collaborative,8,1,0,0,8,2,Love,1,0,5,1
25,12,1,High School,Part-time,84,Same Religion,1,8,2,Avoidant,6,0,0,1,7,4,Love,0,0,7,0
29,5,1,High School,Homemaker,51,Different Religion,1,6,5,Aggressive,10,0,0,0,6,5,Love,1,0,4,1
34,14,0,Master,Full-time,74,Same Religion,1,5,1,Avoidant,9,0,1,0,8,3,Love,1,0,6,1
25,2,5,Master,Part-time,106,Same Religion,1,3,3,Passive,4,0,0,0,3,4,Love,0,0,5,1
24,2,0,Bachelor,Full-time,38,Not Religious,1,7,1,Avoidant,4,1,0,1,8,4,Arranged,1,0,5,0
18,1,1,Bachelor,Full-time,68,Same Religion,1,10,0,Collaborative,2,0,0,1,7,2,Love,1,0,1,1
28,4,2,High School,Full-time,38,Same Religion,1,6,1,Aggressive,5,0,0,0,4,2,Love,0,0,8,0
38,18,2,Bachelor,Full-time,85,Same Religion,1,5,1,Collaborative,6,0,0,0,2,2,Love,0,0,7,1
29,17,3,Bachelor,Homemaker,20,Not Religious,1,6,5,Passive,8,0,1,0,5,5,Love,1,0,4,0
27,4,0,Bachelor,Full-time,49,Different Religion,0,6,2,Aggressive,5,0,0,0,6,5,Love,1,0,9,0
29,8,1,PhD,Homemaker,106,Different Religion,1,5,0,Avoidant,3,0,1,0,8,3,Love,1,0,7,1
27,12,3,High School,Full-time,50,Same Religion,1,10,2,Collaborative,8,0,0,0,8,1,Love,1,0,4,0
23,2,0,Bachelor,Homemaker,59,Same Religion,1,6,1,Passive,2,0,0,0,7,4,Love,1,0,8,0
32,1,2,Bachelor,Part-time,85,Same Religion,1,3,4,Collaborative,6,1,0,0,8,4,Love,0,0,5,1
